location_name,sex_name,cause_name,gain_HALE_1,gain_HALE_1_Q1,gain_HALE_1_Q3,gain_HALE_2,gain_HALE_2_Q1,gain_HALE_2_Q3,gain_HALE_3,gain_HALE_3_Q1,gain_HALE_3_Q3
Estonia,Both,Neoplasms,5.208,5.181,5.239,4.07,3.047,4.953,3.423,3.374,3.471
Estonia,Male,Cardiovascular diseases,4.942,4.88,5.012,3.334,2.382,4.153,2.323,2.253,2.391
Estonia,Female,Cardiovascular diseases,5.271,5.215,5.331,4.542,3.419,5.491,4.239,4.209,4.268
Estonia,Both,Cardiovascular diseases,5.267,5.209,5.33,4.055,3.032,4.938,3.429,3.383,3.473
Estonia,Male,Chronic respiratory diseases,2.812,2.797,2.83,2.695,1.757,3.502,2.644,2.633,2.653
Estonia,Female,Chronic respiratory diseases,4.362,4.349,4.376,4.289,3.17,5.236,4.275,4.269,4.279
Estonia,Both,Chronic respiratory diseases,3.682,3.67,3.696,3.586,2.571,4.46,3.555,3.549,3.56
Estonia,Male,Diabetes mellitus,2.907,2.838,2.997,2.679,1.742,3.486,2.651,2.643,2.657
Estonia,Female,Diabetes mellitus,4.507,4.44,4.591,4.291,3.172,5.238,4.275,4.27,4.279
Estonia,Both,Diabetes mellitus,3.801,3.735,3.885,3.579,2.564,4.453,3.556,3.552,3.56
Estonia,Male,Four major NCDs,7.329,7.135,7.564,3.951,2.986,4.781,1.966,1.805,2.121
Estonia,Female,Four major NCDs,6.947,6.782,7.14,4.979,3.848,5.935,4.162,4.078,4.238
Estonia,Both,Four major NCDs,7.345,7.174,7.548,4.603,3.569,5.494,3.258,3.151,3.36
Eswatini,Male,Neoplasms,2.034,2.023,2.047,1.285,0.411,2.03,0.503,0.199,0.726
Eswatini,Female,Neoplasms,3.191,3.178,3.209,2.556,1.497,3.484,2.067,1.78,2.3
Eswatini,Both,Neoplasms,2.638,2.627,2.653,1.914,0.963,2.733,1.281,1.004,1.488
Eswatini,Male,Cardiovascular diseases,2.464,2.431,2.501,1.391,0.514,2.14,0.366,-0.03,0.674
Eswatini,Female,Cardiovascular diseases,3.577,3.54,3.617,2.644,1.585,3.573,2.019,1.63,2.311
Eswatini,Both,Cardiovascular diseases,3.066,3.032,3.103,2.018,1.065,2.839,1.196,0.848,1.453
Eswatini,Male,Chronic respiratory diseases,1.43,1.396,1.466,1.05,0.186,1.787,0.811,0.698,0.897
Eswatini,Female,Chronic respiratory diseases,2.609,2.572,2.648,2.319,1.267,3.24,2.221,2.143,2.271
Eswatini,Both,Chronic respiratory diseases,2.018,1.984,2.05,1.668,0.726,2.48,1.501,1.424,1.558
Eswatini,Male,Diabetes mellitus,1.848,1.767,1.952,1.166,0.297,1.906,0.668,0.44,0.857
Eswatini,Female,Diabetes mellitus,3.248,3.142,3.387,2.486,1.43,3.411,2.122,1.889,2.299
Eswatini,Both,Diabetes mellitus,2.555,2.461,2.672,1.812,0.866,2.628,1.382,1.192,1.531
Eswatini,Male,Four major NCDs,5.238,5.051,5.46,2.054,1.151,2.824,-0.614,-1.7,0.229
Eswatini,Female,Four major NCDs,5.98,5.771,6.233,3.225,2.149,4.168,1.613,0.604,2.381
Eswatini,Both,Four major NCDs,5.752,5.559,5.976,2.673,1.7,3.512,0.55,-0.369,1.242
Ethiopia,Male,Neoplasms,2.64,2.636,2.645,2.264,1.358,3.019,1.972,1.893,2.04
Ethiopia,Female,Neoplasms,3.702,3.695,3.711,3.132,2.088,3.999,2.74,2.634,2.829
Ethiopia,Both,Neoplasms,3.094,3.088,3.1,2.631,1.671,3.438,2.29,2.214,2.356
Ethiopia,Male,Cardiovascular diseases,3.45,3.408,3.497,2.486,1.575,3.245,1.827,1.678,1.954
Ethiopia,Female,Cardiovascular diseases,4.077,4.036,4.125,3.216,2.171,4.083,2.707,2.594,2.811
Ethiopia,Both,Cardiovascular diseases,3.708,3.667,3.756,2.791,1.828,3.6,2.202,2.101,2.294
Ethiopia,Male,Chronic respiratory diseases,2.379,2.361,2.398,2.157,1.254,2.91,2.041,2.009,2.068
Ethiopia,Female,Chronic respiratory diseases,3.133,3.113,3.154,2.922,1.884,3.785,2.836,2.805,2.859
Ethiopia,Both,Chronic respiratory diseases,2.696,2.679,2.715,2.478,1.522,3.282,2.376,2.353,2.395
Ethiopia,Male,Diabetes mellitus,2.436,2.396,2.483,2.162,1.258,2.915,2.037,2.005,2.064
Ethiopia,Female,Diabetes mellitus,3.169,3.129,3.215,2.924,1.885,3.786,2.835,2.812,2.855
Ethiopia,Both,Diabetes mellitus,2.742,2.703,2.788,2.481,1.525,3.285,2.373,2.352,2.392
Ethiopia,Male,Four major NCDs,4.699,4.591,4.825,2.811,1.893,3.576,1.6,1.303,1.854
Ethiopia,Female,Four major NCDs,5.547,5.435,5.677,3.607,2.554,4.482,2.517,2.24,2.757
Ethiopia,Both,Four major NCDs,5.057,4.949,5.182,3.145,2.175,3.962,1.989,1.765,2.188
Fiji,Male,Neoplasms,2.363,2.356,2.37,1.968,0.99,2.811,1.619,1.533,1.694
Fiji,Female,Neoplasms,3.689,3.676,3.705,3.002,1.82,4.039,2.482,2.351,2.602
Fiji,Both,Neoplasms,2.993,2.984,3.004,2.463,1.391,3.391,2.031,1.935,2.121
Fiji,Male,Cardiovascular diseases,4.902,4.834,4.973,2.695,1.692,3.56,0.911,0.513,1.268
Fiji,Female,Cardiovascular diseases,4.756,4.685,4.829,3.273,2.085,4.316,2.312,2.06,2.536
Fiji,Both,Cardiovascular diseases,4.874,4.806,4.945,2.988,1.9,3.931,1.61,1.323,1.871
Fiji,Male,Chronic respiratory diseases,2.199,2.183,2.22,1.903,0.927,2.744,1.677,1.589,1.745
Fiji,Female,Chronic respiratory diseases,2.975,2.96,2.992,2.764,1.591,3.794,2.636,2.573,2.679
Fiji,Both,Chronic respiratory diseases,2.577,2.563,2.595,2.319,1.252,3.243,2.141,2.082,2.186
Fiji,Male,Diabetes mellitus,4.067,3.824,4.368,2.304,1.315,3.156,1.302,1.044,1.531
Fiji,Female,Diabetes mellitus,5.399,5.14,5.72,3.327,2.138,4.371,2.275,2.021,2.506
Fiji,Both,Diabetes mellitus,4.71,4.463,5.017,2.797,1.715,3.733,1.77,1.548,1.968
Fiji,Male,Four major NCDs,8.595,8.214,9.055,3.508,2.478,4.396,0.005,-0.86,0.767
Fiji,Female,Four major NCDs,9.086,8.693,9.554,4.303,3.083,5.374,1.551,0.828,2.191
Fiji,Both,Four major NCDs,8.882,8.501,9.337,3.907,2.789,4.875,0.775,0.086,1.393
Finland,Male,Neoplasms,5.258,5.231,5.291,4.335,3.351,5.187,3.844,3.813,3.873
Finland,Female,Neoplasms,6.334,6.308,6.366,5.499,4.274,6.545,5.097,5.075,5.118
Finland,Both,Neoplasms,5.837,5.812,5.868,4.951,3.86,5.9,4.505,4.482,4.527
Finland,Male,Cardiovascular diseases,5.404,5.357,5.457,4.361,3.376,5.214,3.837,3.805,3.868
Finland,Female,Cardiovascular diseases,5.67,5.635,5.707,5.272,4.051,6.314,5.12,5.105,5.135
Finland,Both,Cardiovascular diseases,5.594,5.554,5.637,4.857,3.767,5.804,4.519,4.499,4.538
Finland,Male,Chronic respiratory diseases,4.174,4.14,4.216,3.965,2.987,4.812,3.918,3.911,3.925
Finland,Female,Chronic respiratory diseases,5.329,5.291,5.374,5.153,3.934,6.193,5.13,5.125,5.14
Finland,Both,Chronic respiratory diseases,4.784,4.75,4.825,4.59,3.505,5.534,4.555,4.551,4.561
Finland,Male,Diabetes mellitus,4.212,4.125,4.32,3.94,2.962,4.787,3.922,3.918,3.925
Finland,Female,Diabetes mellitus,5.381,5.299,5.489,5.138,3.92,6.178,5.131,5.129,5.133
Finland,Both,Diabetes mellitus,4.828,4.744,4.933,4.57,3.485,5.513,4.557,4.555,4.559
Finland,Male,Four major NCDs,7.328,7.124,7.574,4.822,3.83,5.681,3.729,3.654,3.8
Finland,Female,Four major NCDs,7.339,7.154,7.567,5.667,4.439,6.714,5.079,5.035,5.127
Finland,Both,Four major NCDs,7.403,7.213,7.63,5.289,4.192,6.243,4.45,4.4,4.5
France,Male,Neoplasms,5.862,5.83,5.899,4.332,3.414,5.124,3.505,3.467,3.542
France,Female,Neoplasms,6.882,6.855,6.914,5.873,4.699,6.879,5.407,5.387,5.43
France,Both,Neoplasms,6.448,6.42,6.48,5.153,4.114,6.056,4.51,4.485,4.536
France,Male,Cardiovascular diseases,4.464,4.419,4.517,3.868,2.957,4.653,3.602,3.576,3.627
France,Female,Cardiovascular diseases,5.792,5.76,5.83,5.509,4.342,6.509,5.42,5.408,5.43
France,Both,Cardiovascular diseases,5.182,5.143,5.225,4.731,3.699,5.628,4.554,4.537,4.571
France,Male,Chronic respiratory diseases,3.838,3.809,3.871,3.677,2.769,4.459,3.638,3.631,3.643
France,Female,Chronic respiratory diseases,5.59,5.552,5.638,5.438,4.272,6.438,5.421,5.409,5.424
France,Both,Chronic respiratory diseases,4.753,4.721,4.791,4.595,3.565,5.491,4.566,4.56,4.57
France,Male,Diabetes mellitus,3.821,3.783,3.87,3.666,2.759,4.449,3.639,3.635,3.644
France,Female,Diabetes mellitus,5.547,5.515,5.589,5.432,4.266,6.432,5.421,5.419,5.423
France,Both,Diabetes mellitus,4.722,4.687,4.765,4.586,3.557,5.482,4.567,4.564,4.569
France,Male,Four major NCDs,7.107,6.957,7.287,4.611,3.689,5.406,3.441,3.364,3.514
France,Female,Four major NCDs,7.566,7.432,7.728,5.989,4.814,6.997,5.403,5.358,5.443
France,Both,Four major NCDs,7.432,7.294,7.594,5.358,4.316,6.264,4.485,4.433,4.535
Gabon,Male,Neoplasms,2.57,2.561,2.582,1.875,0.984,2.64,1.254,1.067,1.419
Gabon,Female,Neoplasms,3.522,3.511,3.536,2.87,1.747,3.813,2.392,2.208,2.54
Gabon,Both,Neoplasms,3.058,3.049,3.07,2.364,1.364,3.212,1.807,1.64,1.957
Gabon,Male,Cardiovascular diseases,3.279,3.238,3.322,2.064,1.168,2.833,1.074,0.728,1.374
Gabon,Female,Cardiovascular diseases,3.874,3.831,3.923,2.944,1.82,3.886,2.353,2.115,2.546
Gabon,Both,Cardiovascular diseases,3.626,3.585,3.67,2.507,1.505,3.358,1.704,1.454,1.927
Gabon,Male,Chronic respiratory diseases,1.824,1.802,1.847,1.608,0.726,2.367,1.498,1.436,1.545
Gabon,Female,Chronic respiratory diseases,2.806,2.783,2.829,2.611,1.495,3.547,2.54,2.496,2.576
Gabon,Both,Chronic respiratory diseases,2.303,2.282,2.323,2.093,1.101,2.935,2.001,1.959,2.035
Gabon,Male,Diabetes mellitus,2.378,2.254,2.539,1.709,0.823,2.47,1.407,1.266,1.515
Gabon,Female,Diabetes mellitus,3.078,2.988,3.191,2.653,1.536,3.59,2.516,2.44,2.571
Gabon,Both,Diabetes mellitus,2.74,2.634,2.876,2.171,1.177,3.015,1.946,1.853,2.019
Gabon,Male,Four major NCDs,5.561,5.346,5.824,2.599,1.688,3.382,0.519,-0.236,1.156
Gabon,Female,Four major NCDs,5.661,5.484,5.871,3.381,2.246,4.334,2.085,1.534,2.523
Gabon,Both,Four major NCDs,5.732,5.54,5.96,3.015,1.999,3.878,1.301,0.738,1.791
Gambia,Male,Neoplasms,2.426,2.42,2.433,1.888,1.079,2.587,1.431,1.232,1.586
Gambia,Female,Neoplasms,3.067,3.06,3.076,2.62,1.519,3.548,2.275,2.141,2.386
Gambia,Both,Neoplasms,2.738,2.733,2.746,2.238,1.295,3.041,1.834,1.694,1.954
Gambia,Male,Cardiovascular diseases,3.229,3.181,3.283,2.097,1.284,2.801,1.263,0.926,1.538
Gambia,Female,Cardiovascular diseases,3.918,3.866,3.979,2.841,1.735,3.773,2.135,1.857,2.37
Gambia,Both,Cardiovascular diseases,3.567,3.519,3.621,2.454,1.506,3.26,1.68,1.421,1.907
Gambia,Male,Chronic respiratory diseases,1.979,1.955,2.002,1.713,0.908,2.408,1.57,1.497,1.626
Gambia,Female,Chronic respiratory diseases,2.742,2.711,2.775,2.471,1.375,3.395,2.369,2.304,2.412
Gambia,Both,Chronic respiratory diseases,2.345,2.32,2.368,2.074,1.135,2.872,1.951,1.9,1.992
Gambia,Male,Diabetes mellitus,1.966,1.913,2.032,1.695,0.891,2.39,1.583,1.521,1.628
Gambia,Female,Diabetes mellitus,2.783,2.72,2.865,2.475,1.378,3.399,2.367,2.308,2.413
Gambia,Both,Diabetes mellitus,2.355,2.298,2.427,2.066,1.127,2.864,1.956,1.907,1.994
Gambia,Male,Four major NCDs,4.797,4.658,4.959,2.495,1.672,3.207,0.919,0.234,1.46
Gambia,Female,Four major NCDs,5.357,5.197,5.552,3.181,2.066,4.121,1.902,1.357,2.343
Gambia,Both,Four major NCDs,5.085,4.94,5.253,2.829,1.871,3.643,1.392,0.885,1.826
Georgia,Male,Neoplasms,3.293,3.278,3.31,2.205,1.287,2.986,1.27,1.188,1.351
Georgia,Female,Neoplasms,4.091,4.075,4.11,3.284,2.173,4.228,2.728,2.684,2.776
Georgia,Both,Neoplasms,3.751,3.736,3.768,2.783,1.772,3.648,2.05,1.995,2.106
Georgia,Male,Cardiovascular diseases,4.464,4.391,4.54,2.509,1.584,3.298,0.985,0.9,1.068
Georgia,Female,Cardiovascular diseases,4.268,4.207,4.333,3.288,2.179,4.231,2.721,2.678,2.763
Georgia,Both,Cardiovascular diseases,4.453,4.388,4.52,2.95,1.936,3.818,1.933,1.878,1.989
Georgia,Male,Chronic respiratory diseases,1.911,1.889,1.936,1.748,0.844,2.519,1.669,1.65,1.686
Georgia,Female,Chronic respiratory diseases,3.034,3.017,3.053,2.933,1.832,3.869,2.906,2.884,2.914
Georgia,Both,Chronic respiratory diseases,2.504,2.486,2.523,2.37,1.37,3.225,2.318,2.302,2.329
Georgia,Male,Diabetes mellitus,2.199,2.089,2.344,1.767,0.863,2.538,1.653,1.63,1.674
Georgia,Female,Diabetes mellitus,3.425,3.3,3.582,2.971,1.869,3.908,2.887,2.871,2.902
Georgia,Both,Diabetes mellitus,2.845,2.729,2.992,2.399,1.398,3.255,2.3,2.285,2.314
Georgia,Male,Four major NCDs,6.975,6.729,7.271,3.106,2.163,3.909,0.379,0.163,0.587
Georgia,Female,Four major NCDs,6.143,5.911,6.416,3.728,2.608,4.68,2.479,2.351,2.593
Georgia,Both,Four major NCDs,6.676,6.445,6.947,3.483,2.454,4.362,1.544,1.4,1.682
Germany,Male,Neoplasms,5.453,5.423,5.488,4.227,3.247,5.086,3.541,3.51,3.572
Germany,Female,Neoplasms,6.216,6.19,6.246,5.263,4.033,6.324,4.768,4.748,4.789
Germany,Both,Neoplasms,5.876,5.849,5.907,4.778,3.693,5.737,4.189,4.167,4.211
Germany,Male,Cardiovascular diseases,4.868,4.815,4.928,4.017,3.04,4.872,3.597,3.566,3.628
Germany,Female,Cardiovascular diseases,5.367,5.328,5.411,4.971,3.748,6.027,4.818,4.802,4.833
Germany,Both,Cardiovascular diseases,5.16,5.116,5.211,4.528,3.447,5.482,4.242,4.221,4.263
Germany,Male,Chronic respiratory diseases,3.993,3.96,4.032,3.74,2.769,4.591,3.666,3.656,3.675
Germany,Female,Chronic respiratory diseases,5.109,5.071,5.15,4.877,3.655,5.931,4.832,4.824,4.846
Germany,Both,Chronic respiratory diseases,4.582,4.549,4.617,4.338,3.261,5.289,4.279,4.272,4.286
Germany,Male,Diabetes mellitus,4.017,3.927,4.13,3.707,2.735,4.557,3.673,3.668,3.678
Germany,Female,Diabetes mellitus,5.093,5.016,5.192,4.849,3.628,5.904,4.836,4.833,4.838
Germany,Both,Diabetes mellitus,4.585,4.504,4.689,4.307,3.231,5.258,4.284,4.281,4.286
Germany,Male,Four major NCDs,7.365,7.148,7.625,4.648,3.66,5.513,3.419,3.34,3.496
Germany,Female,Four major NCDs,7.302,7.118,7.522,5.447,4.214,6.511,4.736,4.69,4.789
Germany,Both,Four major NCDs,7.39,7.197,7.621,5.087,3.997,6.05,4.119,4.067,4.174
Ghana,Male,Neoplasms,2.24,2.233,2.249,1.756,0.949,2.445,1.341,1.231,1.429
Ghana,Female,Neoplasms,3.489,3.48,3.502,2.858,1.802,3.745,2.412,2.276,2.519
Ghana,Both,Neoplasms,2.85,2.843,2.86,2.291,1.362,3.077,1.859,1.748,1.945
Ghana,Male,Cardiovascular diseases,3.05,3.005,3.098,1.973,1.16,2.666,1.152,0.875,1.391
Ghana,Female,Cardiovascular diseases,4.479,4.421,4.542,3.119,2.058,4.01,2.279,2.024,2.503
Ghana,Both,Cardiovascular diseases,3.75,3.7,3.805,2.53,1.595,3.32,1.699,1.486,1.888
Ghana,Male,Chronic respiratory diseases,1.962,1.939,1.985,1.639,0.834,2.325,1.439,1.35,1.536
Ghana,Female,Chronic respiratory diseases,2.786,2.764,2.808,2.604,1.555,3.485,2.541,2.508,2.564
Ghana,Both,Chronic respiratory diseases,2.367,2.347,2.387,2.109,1.183,2.89,1.978,1.929,2.031
Ghana,Male,Diabetes mellitus,2.074,2.001,2.163,1.645,0.84,2.331,1.434,1.336,1.508
Ghana,Female,Diabetes mellitus,3.019,2.935,3.129,2.634,1.584,3.516,2.527,2.476,2.565
Ghana,Both,Diabetes mellitus,2.539,2.461,2.635,2.126,1.2,2.907,1.968,1.911,2.013
Ghana,Male,Four major NCDs,4.846,4.686,5.029,2.421,1.597,3.124,0.736,0.15,1.245
Ghana,Female,Four major NCDs,6.181,5.997,6.403,3.529,2.457,4.428,2.047,1.566,2.447
Ghana,Both,Four major NCDs,5.52,5.353,5.714,2.965,2.02,3.764,1.384,0.945,1.764
Global,Male,Neoplasms,4.144,4.131,4.159,3.25,2.334,4.037,2.651,2.614,2.686
Global,Female,Neoplasms,5.276,5.263,5.29,4.535,3.418,5.492,4.109,4.087,4.131
Global,Both,Neoplasms,4.714,4.701,4.729,3.885,2.864,4.754,3.372,3.35,3.394
Global,Male,Cardiovascular diseases,4.792,4.741,4.846,3.417,2.497,4.207,2.569,2.526,2.612
Global,Female,Cardiovascular diseases,5.586,5.534,5.639,4.591,3.474,5.548,4.098,4.071,4.127
Global,Both,Cardiovascular diseases,5.209,5.157,5.261,4.002,2.978,4.872,3.331,3.303,3.359
Global,Male,Chronic respiratory diseases,3.299,3.271,3.328,2.945,2.035,3.727,2.792,2.782,2.804
Global,Female,Chronic respiratory diseases,4.573,4.545,4.601,4.272,3.161,5.224,4.177,4.167,4.19
Global,Both,Chronic respiratory diseases,3.928,3.901,3.955,3.597,2.582,4.46,3.473,3.466,3.483
Global,Male,Diabetes mellitus,3.223,3.148,3.309,2.889,1.98,3.67,2.815,2.811,2.819
Global,Female,Diabetes mellitus,4.572,4.503,4.653,4.249,3.138,5.2,4.182,4.177,4.186
Global,Both,Diabetes mellitus,3.885,3.813,3.968,3.556,2.541,4.418,3.485,3.482,3.488
Global,Male,Four major NCDs,7.064,6.884,7.262,3.98,3.049,4.781,2.275,2.178,2.37
Global,Female,Four major NCDs,7.49,7.321,7.673,5.062,3.935,6.027,3.966,3.902,4.037
Global,Both,Four major NCDs,7.321,7.147,7.508,4.527,3.493,5.407,3.127,3.065,3.191
Greece,Male,Neoplasms,5.302,5.275,5.333,4.002,3.091,4.802,3.239,3.2,3.276
Greece,Female,Neoplasms,6.074,6.051,6.103,5.212,4.039,6.218,4.78,4.759,4.801
Greece,Both,Neoplasms,5.709,5.685,5.736,4.609,3.581,5.502,4.013,3.988,4.039
Greece,Male,Cardiovascular diseases,4.905,4.865,4.95,3.862,2.953,4.661,3.281,3.245,3.318
Greece,Female,Cardiovascular diseases,5.439,5.41,5.471,4.997,3.828,6,4.808,4.791,4.825
Greece,Both,Cardiovascular diseases,5.193,5.159,5.229,4.433,3.407,5.323,4.05,4.026,4.074
Greece,Male,Chronic respiratory diseases,3.662,3.618,3.712,3.446,2.544,4.238,3.406,3.399,3.411
Greece,Female,Chronic respiratory diseases,5.033,4.989,5.082,4.844,3.678,5.845,4.825,4.819,4.828
Greece,Both,Chronic respiratory diseases,4.342,4.3,4.386,4.138,3.118,5.024,4.108,4.104,4.112
Greece,Male,Diabetes mellitus,3.7,3.61,3.811,3.431,2.53,4.223,3.409,3.405,3.413
Greece,Female,Diabetes mellitus,5.042,4.975,5.132,4.837,3.671,5.837,4.825,4.823,4.827
Greece,Both,Diabetes mellitus,4.364,4.287,4.462,4.127,3.107,5.013,4.11,4.108,4.112
Greece,Male,Four major NCDs,7.415,7.202,7.668,4.496,3.576,5.303,3.069,2.983,3.153
Greece,Female,Four major NCDs,7.134,6.966,7.339,5.411,4.234,6.42,4.754,4.708,4.798
Greece,Both,Four major NCDs,7.323,7.139,7.538,4.967,3.933,5.866,3.931,3.875,3.987
Grenada,Male,Neoplasms,4.145,4.125,4.172,3.059,2.08,3.893,2.334,2.241,2.417
Grenada,Female,Neoplasms,4.341,4.323,4.361,3.364,2.252,4.32,2.722,2.644,2.796
Grenada,Both,Neoplasms,4.237,4.218,4.258,3.203,2.17,4.09,2.518,2.444,2.588
Grenada,Male,Cardiovascular diseases,4.709,4.672,4.752,3.219,2.236,4.055,2.254,2.163,2.346
Grenada,Female,Cardiovascular diseases,4.321,4.287,4.36,3.337,2.228,4.292,2.737,2.663,2.81
Grenada,Both,Cardiovascular diseases,4.528,4.493,4.567,3.276,2.242,4.164,2.486,2.412,2.562
Grenada,Male,Chronic respiratory diseases,2.775,2.756,2.797,2.614,1.644,3.439,2.541,2.521,2.558
Grenada,Female,Chronic respiratory diseases,3.082,3.059,3.11,2.946,1.845,3.894,2.902,2.889,2.914
Grenada,Both,Chronic respiratory diseases,2.92,2.901,2.943,2.771,1.748,3.649,2.712,2.699,2.723
Grenada,Male,Diabetes mellitus,3.576,3.397,3.802,2.733,1.761,3.56,2.488,2.427,2.542
Grenada,Female,Diabetes mellitus,3.898,3.728,4.11,3.084,1.98,4.034,2.846,2.789,2.897
Grenada,Both,Diabetes mellitus,3.729,3.557,3.94,2.899,1.873,3.78,2.658,2.614,2.697
Grenada,Male,Four major NCDs,7.684,7.404,8.029,3.924,2.925,4.774,1.865,1.593,2.118
Grenada,Female,Four major NCDs,7.009,6.748,7.326,3.98,2.856,4.948,2.43,2.204,2.644
Grenada,Both,Four major NCDs,7.365,7.102,7.682,3.952,2.903,4.853,2.138,1.93,2.34
Guam,Male,Neoplasms,4.707,4.696,4.719,3.756,2.878,4.524,3.186,3.081,3.279
Guam,Female,Neoplasms,6.521,6.51,6.534,5.73,4.6,6.698,5.341,5.27,5.404
Guam,Both,Neoplasms,5.586,5.577,5.598,4.694,3.705,5.555,4.211,4.137,4.279
Guam,Male,Cardiovascular diseases,6.341,6.263,6.423,4.201,3.314,4.977,3.046,2.861,3.215
Guam,Female,Cardiovascular diseases,7.486,7.405,7.57,5.961,4.827,6.931,5.335,5.227,5.435
Guam,Both,Cardiovascular diseases,6.945,6.867,7.025,5.052,4.056,5.918,4.15,4.023,4.266
Guam,Male,Chronic respiratory diseases,3.591,3.576,3.606,3.385,2.514,4.148,3.289,3.254,3.315
Guam,Female,Chronic respiratory diseases,5.588,5.57,5.607,5.415,4.291,6.377,5.356,5.332,5.375
Guam,Both,Chronic respiratory diseases,4.536,4.521,4.552,4.343,3.359,5.198,4.264,4.242,4.282
Guam,Male,Diabetes mellitus,3.854,3.74,4.003,3.386,2.515,4.148,3.288,3.251,3.316
Guam,Female,Diabetes mellitus,5.981,5.865,6.121,5.46,4.335,6.423,5.354,5.311,5.385
Guam,Both,Diabetes mellitus,4.856,4.741,4.995,4.363,3.379,5.218,4.261,4.232,4.284
Guam,Male,Four major NCDs,8.741,8.505,9.021,4.801,3.903,5.586,2.842,2.473,3.165
Guam,Female,Four major NCDs,9.593,9.357,9.861,6.492,5.348,7.47,5.297,5.048,5.512
Guam,Both,Four major NCDs,9.238,9.005,9.5,5.63,4.623,6.505,4.039,3.783,4.267
Guatemala,Male,Neoplasms,3.905,3.897,3.916,3.307,2.294,4.159,2.923,2.846,2.99
Guatemala,Female,Neoplasms,5.24,5.231,5.251,4.382,3.215,5.377,3.883,3.799,3.962
Guatemala,Both,Neoplasms,4.574,4.566,4.584,3.844,2.753,4.77,3.398,3.341,3.453
Guatemala,Male,Cardiovascular diseases,4.041,4.016,4.069,3.333,2.32,4.186,2.912,2.821,2.988
Guatemala,Female,Cardiovascular diseases,4.912,4.886,4.941,4.256,3.093,5.248,3.917,3.856,3.971
Guatemala,Both,Cardiovascular diseases,4.476,4.451,4.503,3.793,2.704,4.718,3.416,3.363,3.465
Guatemala,Male,Chronic respiratory diseases,3.163,3.154,3.174,3.061,2.054,3.909,3.013,2.999,3.023
Guatemala,Female,Chronic respiratory diseases,4.13,4.118,4.142,4.014,2.857,5.003,3.968,3.946,3.979
Guatemala,Both,Chronic respiratory diseases,3.645,3.636,3.656,3.536,2.453,4.457,3.489,3.476,3.497
Guatemala,Male,Diabetes mellitus,4.029,3.872,4.235,3.211,2.2,4.061,2.956,2.896,3.005
Guatemala,Female,Diabetes mellitus,5.218,5.059,5.42,4.237,3.074,5.229,3.92,3.861,3.974
Guatemala,Both,Diabetes mellitus,4.622,4.465,4.823,3.722,2.634,4.646,3.435,3.392,3.475
Guatemala,Male,Four major NCDs,6.134,5.926,6.402,3.835,2.81,4.697,2.709,2.464,2.915
Guatemala,Female,Four major NCDs,7.66,7.444,7.926,4.959,3.781,5.965,3.74,3.51,3.942
Guatemala,Both,Four major NCDs,6.901,6.691,7.161,4.397,3.294,5.333,3.221,3.053,3.375
Guinea,Male,Neoplasms,2.384,2.376,2.395,1.706,0.892,2.395,1.086,0.88,1.254
Guinea,Female,Neoplasms,2.781,2.772,2.794,2.131,1.119,2.983,1.576,1.404,1.718
Guinea,Both,Neoplasms,2.574,2.565,2.584,1.903,1,2.669,1.312,1.154,1.448
Guinea,Male,Cardiovascular diseases,2.916,2.874,2.961,1.837,1.02,2.529,0.957,0.63,1.229
Guinea,Female,Cardiovascular diseases,3.4,3.357,3.45,2.289,1.274,3.143,1.442,1.138,1.689
Guinea,Both,Cardiovascular diseases,3.14,3.099,3.185,2.045,1.139,2.814,1.181,0.918,1.402
Guinea,Male,Chronic respiratory diseases,1.775,1.749,1.802,1.478,0.671,2.162,1.302,1.217,1.368
Guinea,Female,Chronic respiratory diseases,2.194,2.166,2.226,1.904,0.9,2.75,1.764,1.691,1.819
Guinea,Both,Chronic respiratory diseases,1.969,1.943,1.995,1.674,0.778,2.435,1.515,1.454,1.564
Guinea,Male,Diabetes mellitus,1.714,1.664,1.777,1.45,0.644,2.134,1.328,1.269,1.373
Guinea,Female,Diabetes mellitus,2.231,2.173,2.305,1.908,0.904,2.754,1.761,1.686,1.816
Guinea,Both,Diabetes mellitus,1.952,1.898,2.018,1.661,0.765,2.421,1.527,1.476,1.568
Guinea,Male,Four major NCDs,4.743,4.606,4.903,2.306,1.477,3.01,0.465,-0.227,1.029
Guinea,Female,Four major NCDs,5.24,5.091,5.422,2.751,1.723,3.617,1.024,0.387,1.534
Guinea,Both,Four major NCDs,4.98,4.841,5.142,2.513,1.594,3.293,0.724,0.18,1.181
Guinea-Bissau,Male,Neoplasms,1.928,1.921,1.938,1.391,0.595,2.077,0.881,0.721,1.012
Guinea-Bissau,Female,Neoplasms,2.834,2.824,2.847,2.199,1.178,3.056,1.675,1.487,1.823
Guinea-Bissau,Both,Neoplasms,2.376,2.368,2.387,1.786,0.878,2.551,1.267,1.107,1.398
Guinea-Bissau,Male,Cardiovascular diseases,3.204,3.16,3.252,1.749,0.943,2.444,0.486,0.073,0.836
